SellerID,GUID,Date,Reference,Customer_Code,Name,Physical_Address1,Physical_Address2,Physical_Address3,Physical_Address4,Telephone,Stock_Code,Description,Price_Ex_Vat,Quantity,RepCode,ProductBarCodeID
VILJOEN,0,2025-07-21,IN-422307,P2357,RUIMTE WILDSPLAAS CC t/a JUBAWENI (I),P.O.Box 190,Tuinplaas,,Plaas Ruimte 617 KR Waterberg Nylstroom (Modimolle) 0437,082 551 5761,SQ004,Squeeze-Mee Vanilla 40x130ml,279.13,5,11,
VILJOEN,0,2025-07-21,IN-422307,P2357,RUIMTE WILDSPLAAS CC t/a JUBAWENI (I),P.O.Box 190,Tuinplaas,,Plaas Ruimte 617 KR Waterberg Nylstroom (Modimolle) 0437,082 551 5761,SQ007,Squeeze-Mee Cappuccino 40X130ml,279.13,5,11,
VILJOEN,0,2025-07-21,IN-422307,P2357,RUIMTE WILDSPLAAS CC t/a JUBAWENI (I),P.O.Box 190,Tuinplaas,,Plaas Ruimte 617 KR Waterberg Nylstroom (Modimolle) 0437,082 551 5761,SQ011,Squeeze-Mee Tof/Car 40x130ml,279.13,10,11,
VILJOEN,0,2025-07-21,IN-422308,P1228,PROMOTION & EVENTS,Posbus 5985,,Polokwane,110 River Street Ladine Polokwane 0699,015 293 0704/5,SQ201,SQ D/Thick 12x300ml Chocolate,0.0,5,31,
VILJOEN,0,2025-07-21,IN-422308,P1228,PROMOTION & EVENTS,Posbus 5985,,Polokwane,110 River Street Ladine Polokwane 0699,015 293 0704/5,WS002,Water Sachets 50x150ml NEW,0.0,5,31,
VILJOEN,0,2025-07-21,IN-422309,P593,CFAO MOBILITY (PTY)LTD (30 DAE CURRENT),P.O.BOX 5069,HORIZON,ROODEPOORT,108 LANDROS MAREE STREET POLOKWANE  ,011 549 3100,W100-CFAO,W/B Still CFAO Toyota 24X500ML,86.96,5,31,
VILJOEN,0,2025-07-21,IN-422310,P434,LIMPOPO FRESH PRODUCE MARKET (PTY)LTD 30,6 KOBALT STREE,SUPERBIA,POLOKWANE,6 KOBALT STREET SUPERBIA POLOKWANE ,015 007 1040,NB17483,Bkrs  Zoo Zoos 15x125g,175.72,1,1,
VILJOEN,0,2025-07-21,IN-422310,P434,LIMPOPO FRESH PRODUCE MARKET (PTY)LTD 30,6 KOBALT STREE,SUPERBIA,POLOKWANE,6 KOBALT STREET SUPERBIA POLOKWANE ,015 007 1040,NB17484,Bkrs Choco O Break 15x125g,175.72,1,1,
VILJOEN,0,2025-07-21,IN-422310,P434,LIMPOPO FRESH PRODUCE MARKET (PTY)LTD 30,6 KOBALT STREE,SUPERBIA,POLOKWANE,6 KOBALT STREET SUPERBIA POLOKWANE ,015 007 1040,NB17485,Bkrs Tennis Doubles 15x125g,175.72,1,1,
VILJOEN,0,2025-07-21,IN-422310,P434,LIMPOPO FRESH PRODUCE MARKET (PTY)LTD 30,6 KOBALT STREE,SUPERBIA,POLOKWANE,6 KOBALT STREET SUPERBIA POLOKWANE ,015 007 1040,P00015,Refreshhh Lemonade 6x2lt,56.52,2,1,
VILJOEN,0,2025-07-21,IN-422310,P434,LIMPOPO FRESH PRODUCE MARKET (PTY)LTD 30,6 KOBALT STREE,SUPERBIA,POLOKWANE,6 KOBALT STREET SUPERBIA POLOKWANE ,015 007 1040,P5500127,Refreshhh Granadilla 6x2lt,56.52,3,1,
VILJOEN,0,2025-07-21,IN-422310,P434,LIMPOPO FRESH PRODUCE MARKET (PTY)LTD 30,6 KOBALT STREE,SUPERBIA,POLOKWANE,6 KOBALT STREET SUPERBIA POLOKWANE ,015 007 1040,P5500129,Refreshhh Iron Brew 6x2lt,56.52,1,1,
VILJOEN,0,2025-07-21,IN-422310,P434,LIMPOPO FRESH PRODUCE MARKET (PTY)LTD 30,6 KOBALT STREE,SUPERBIA,POLOKWANE,6 KOBALT STREET SUPERBIA POLOKWANE ,015 007 1040,P5500134,Refreshhh Mocktail Straw/Dac 6x2lt,56.52,3,1,
VILJOEN,0,2025-07-21,IN-422310,P434,LIMPOPO FRESH PRODUCE MARKET (PTY)LTD 30,6 KOBALT STREE,SUPERBIA,POLOKWANE,6 KOBALT STREET SUPERBIA POLOKWANE ,015 007 1040,P700001,Refreshhh Cola 6x2lt,56.52,6,1,
VILJOEN,0,2025-07-21,IN-422310,P434,LIMPOPO FRESH PRODUCE MARKET (PTY)LTD 30,6 KOBALT STREE,SUPERBIA,POLOKWANE,6 KOBALT STREET SUPERBIA POLOKWANE ,015 007 1040,P700008,Refreshhh Cream Soda 6x2lt,56.52,2,1,
VILJOEN,0,2025-07-21,IN-422310,P434,LIMPOPO FRESH PRODUCE MARKET (PTY)LTD 30,6 KOBALT STREE,SUPERBIA,POLOKWANE,6 KOBALT STREET SUPERBIA POLOKWANE ,015 007 1040,P700013,Refreshhh Lemon 6x2lt,56.52,2,1,
VILJOEN,0,2025-07-21,IN-422310,P434,LIMPOPO FRESH PRODUCE MARKET (PTY)LTD 30,6 KOBALT STREE,SUPERBIA,POLOKWANE,6 KOBALT STREET SUPERBIA POLOKWANE ,015 007 1040,P700022,Refreshhh Pineapple 6x2lt,56.52,3,1,
VILJOEN,0,2025-07-21,IN-422310,P434,LIMPOPO FRESH PRODUCE MARKET (PTY)LTD 30,6 KOBALT STREE,SUPERBIA,POLOKWANE,6 KOBALT STREET SUPERBIA POLOKWANE ,015 007 1040,SJ200,Snack a Juice Assrt S/C 100% 24x500ml,311.33,1,1,
VILJOEN,0,2025-07-21,IN-422310,P434,LIMPOPO FRESH PRODUCE MARKET (PTY)LTD 30,6 KOBALT STREE,SUPERBIA,POLOKWANE,6 KOBALT STREET SUPERBIA POLOKWANE ,015 007 1040,SJ401,Snack a Juice Org 100% 4x3lit,207.0,1,1,
VILJOEN,0,2025-07-21,IN-422310,P434,LIMPOPO FRESH PRODUCE MARKET (PTY)LTD 30,6 KOBALT STREE,SUPERBIA,POLOKWANE,6 KOBALT STREET SUPERBIA POLOKWANE ,015 007 1040,SQ201,SQ D/Thick 12x300ml Chocolate,107.83,1,1,
VILJOEN,0,2025-07-21,IN-422310,P434,LIMPOPO FRESH PRODUCE MARKET (PTY)LTD 30,6 KOBALT STREE,SUPERBIA,POLOKWANE,6 KOBALT STREET SUPERBIA POLOKWANE ,015 007 1040,SQ204,SQ D/Thick 12x300ml Toff/Caramel,107.82,2,1,
VILJOEN,0,2025-07-21,IN-422310,P434,LIMPOPO FRESH PRODUCE MARKET (PTY)LTD 30,6 KOBALT STREE,SUPERBIA,POLOKWANE,6 KOBALT STREET SUPERBIA POLOKWANE ,015 007 1040,W006,W/B Still  1x10lt,21.74,40,1,
VILJOEN,0,2025-07-21,IN-422311,P3937,AZWI64(PTY)LTD T/A SASOL JORISSEN 3D EFT,5206 CELTIC MEADOWS,POLOKWANE,,74 DORP STREET POLOKWANE  ,084 778 8118,P5500107,Super C Can Apple 6x4x500ml,155.17,2,1,
VILJOEN,0,2025-07-21,IN-422311,P3937,AZWI64(PTY)LTD T/A SASOL JORISSEN 3D EFT,5206 CELTIC MEADOWS,POLOKWANE,,74 DORP STREET POLOKWANE  ,084 778 8118,P5500109,Super C Can Mixed Berry 6x4x500ml,155.17,2,1,
VILJOEN,0,2025-07-21,IN-422311,P3937,AZWI64(PTY)LTD T/A SASOL JORISSEN 3D EFT,5206 CELTIC MEADOWS,POLOKWANE,,74 DORP STREET POLOKWANE  ,084 778 8118,P660185,Super C Org Sparkling Glucose 6x4x500ml,155.17,2,1,
VILJOEN,0,2025-07-21,IN-422311,P3937,AZWI64(PTY)LTD T/A SASOL JORISSEN 3D EFT,5206 CELTIC MEADOWS,POLOKWANE,,74 DORP STREET POLOKWANE  ,084 778 8118,P861301,Pepsi Cola Pet 12x500ml,88.32,1,1,
VILJOEN,0,2025-07-21,IN-422311,P3937,AZWI64(PTY)LTD T/A SASOL JORISSEN 3D EFT,5206 CELTIC MEADOWS,POLOKWANE,,74 DORP STREET POLOKWANE  ,084 778 8118,P861302,Pepsi Max Pet 12x500ml,88.32,1,1,
VILJOEN,0,2025-07-21,IN-422311,P3937,AZWI64(PTY)LTD T/A SASOL JORISSEN 3D EFT,5206 CELTIC MEADOWS,POLOKWANE,,74 DORP STREET POLOKWANE  ,084 778 8118,P861330,Mountain Dew Pet 12x500ml,88.32,1,1,
VILJOEN,0,2025-07-21,IN-422311,P3937,AZWI64(PTY)LTD T/A SASOL JORISSEN 3D EFT,5206 CELTIC MEADOWS,POLOKWANE,,74 DORP STREET POLOKWANE  ,084 778 8118,SJ202,Snack a Juice C/Tail S/C 100% 24x500ml,343.92,1,1,
VILJOEN,0,2025-07-21,IN-422311,P3937,AZWI64(PTY)LTD T/A SASOL JORISSEN 3D EFT,5206 CELTIC MEADOWS,POLOKWANE,,74 DORP STREET POLOKWANE  ,084 778 8118,SQ201,SQ D/Thick 12x300ml Chocolate,134.78,1,1,
VILJOEN,0,2025-07-21,IN-422311,P3937,AZWI64(PTY)LTD T/A SASOL JORISSEN 3D EFT,5206 CELTIC MEADOWS,POLOKWANE,,74 DORP STREET POLOKWANE  ,084 778 8118,SQ202,SQ D/Thick 12x300ml Strawberry,134.78,1,1,
VILJOEN,0,2025-07-21,IN-422312,P3006,MANLANI TRADING ENTERPRISE (PTY)LTD T/A,BROOKS MOTORS,P.O. BOX 2305,POLOKWANE,Cnr Landdros Mare & Rissik Str  Polokwane 0699,015 297 1106,MA001,Mageu  Banana 10x500ml,103.36,1,1,
VILJOEN,0,2025-07-21,IN-422312,P3006,MANLANI TRADING ENTERPRISE (PTY)LTD T/A,BROOKS MOTORS,P.O. BOX 2305,POLOKWANE,Cnr Landdros Mare & Rissik Str  Polokwane 0699,015 297 1106,MA002,Mageu  Cream  10x500ml,103.36,1,1,
VILJOEN,0,2025-07-21,IN-422312,P3006,MANLANI TRADING ENTERPRISE (PTY)LTD T/A,BROOKS MOTORS,P.O. BOX 2305,POLOKWANE,Cnr Landdros Mare & Rissik Str  Polokwane 0699,015 297 1106,MA004,Mageu  Mabele  10x500ml,103.36,1,1,
VILJOEN,0,2025-07-21,IN-422312,P3006,MANLANI TRADING ENTERPRISE (PTY)LTD T/A,BROOKS MOTORS,P.O. BOX 2305,POLOKWANE,Cnr Landdros Mare & Rissik Str  Polokwane 0699,015 297 1106,MA010,Mageu  Banana  10x1lt,148.23,1,1,
VILJOEN,0,2025-07-21,IN-422312,P3006,MANLANI TRADING ENTERPRISE (PTY)LTD T/A,BROOKS MOTORS,P.O. BOX 2305,POLOKWANE,Cnr Landdros Mare & Rissik Str  Polokwane 0699,015 297 1106,MA013,Mageu  Mabele 10x1lt,148.23,1,1,
VILJOEN,0,2025-07-21,IN-422312,P3006,MANLANI TRADING ENTERPRISE (PTY)LTD T/A,BROOKS MOTORS,P.O. BOX 2305,POLOKWANE,Cnr Landdros Mare & Rissik Str  Polokwane 0699,015 297 1106,MC310,Kose Kuse Mague 6x500ml,111.0,1,1,
VILJOEN,0,2025-07-21,IN-422312,P3006,MANLANI TRADING ENTERPRISE (PTY)LTD T/A,BROOKS MOTORS,P.O. BOX 2305,POLOKWANE,Cnr Landdros Mare & Rissik Str  Polokwane 0699,015 297 1106,SJ201,Snack a Juice Org S/C 100% 24x500ml,343.92,1,1,
VILJOEN,0,2025-07-21,IN-422312,P3006,MANLANI TRADING ENTERPRISE (PTY)LTD T/A,BROOKS MOTORS,P.O. BOX 2305,POLOKWANE,Cnr Landdros Mare & Rissik Str  Polokwane 0699,015 297 1106,SWI001,Switch Original 24x500ml,176.09,1,1,
VILJOEN,0,2025-07-21,IN-422312,P3006,MANLANI TRADING ENTERPRISE (PTY)LTD T/A,BROOKS MOTORS,P.O. BOX 2305,POLOKWANE,Cnr Landdros Mare & Rissik Str  Polokwane 0699,015 297 1106,SWI017,Switch Vit C Orange  24x500ml,176.09,1,1,
VILJOEN,0,2025-07-21,IN-422313,P517,ENGEN FONTANA Q  (6%) (CAD)**,P. O. Box 3381,Polokwane,0700,38 Grobler Street  Polokwane 0699,015 291 2535,BR004,Energade Tropical  24X500ML,239.56,1,1,
VILJOEN,0,2025-07-21,IN-422313,P517,ENGEN FONTANA Q  (6%) (CAD)**,P. O. Box 3381,Polokwane,0700,38 Grobler Street  Polokwane 0699,015 291 2535,QU601,aQuelle Litchi 6x500ml,42.0,6,1,
VILJOEN,0,2025-07-21,IN-422313,P517,ENGEN FONTANA Q  (6%) (CAD)**,P. O. Box 3381,Polokwane,0700,38 Grobler Street  Polokwane 0699,015 291 2535,QU602,aQuelle Naartjie 6x500ml,42.0,2,1,
VILJOEN,0,2025-07-21,IN-422313,P517,ENGEN FONTANA Q  (6%) (CAD)**,P. O. Box 3381,Polokwane,0700,38 Grobler Street  Polokwane 0699,015 291 2535,QU605,aQuelle Granadilla 6x500ml,42.0,2,1,
VILJOEN,0,2025-07-21,IN-422313,P517,ENGEN FONTANA Q  (6%) (CAD)**,P. O. Box 3381,Polokwane,0700,38 Grobler Street  Polokwane 0699,015 291 2535,QU606,aQuelle Pineapple 6x500ml,42.0,4,1,
VILJOEN,0,2025-07-21,IN-422313,P517,ENGEN FONTANA Q  (6%) (CAD)**,P. O. Box 3381,Polokwane,0700,38 Grobler Street  Polokwane 0699,015 291 2535,QU607,aQuelle Marula 6x500ml,42.0,2,1,
VILJOEN,0,2025-07-21,IN-422313,P517,ENGEN FONTANA Q  (6%) (CAD)**,P. O. Box 3381,Polokwane,0700,38 Grobler Street  Polokwane 0699,015 291 2535,QU608,aQuelle Watermelon 6x500ml,42.0,2,1,
VILJOEN,0,2025-07-21,IN-422313,P517,ENGEN FONTANA Q  (6%) (CAD)**,P. O. Box 3381,Polokwane,0700,38 Grobler Street  Polokwane 0699,015 291 2535,QU702,aQuelle Naartjie 6x1.5lt,79.8,2,1,
VILJOEN,0,2025-07-21,IN-422313,P517,ENGEN FONTANA Q  (6%) (CAD)**,P. O. Box 3381,Polokwane,0700,38 Grobler Street  Polokwane 0699,015 291 2535,QU703,aQuelle Strawberry 6x1.5lt,79.8,2,1,
VILJOEN,0,2025-07-21,IN-422313,P517,ENGEN FONTANA Q  (6%) (CAD)**,P. O. Box 3381,Polokwane,0700,38 Grobler Street  Polokwane 0699,015 291 2535,QU705,aQuelle Granadilla 6x1.5lt,79.8,2,1,
VILJOEN,0,2025-07-21,IN-422313,P517,ENGEN FONTANA Q  (6%) (CAD)**,P. O. Box 3381,Polokwane,0700,38 Grobler Street  Polokwane 0699,015 291 2535,SJ200,Snack a Juice Assrt S/C 100% 24x500ml,345.92,1,1,
VILJOEN,0,2025-07-21,IN-422313,P517,ENGEN FONTANA Q  (6%) (CAD)**,P. O. Box 3381,Polokwane,0700,38 Grobler Street  Polokwane 0699,015 291 2535,SJ208,Snack a Juice Cranb S/C 100% 24x500ml,343.92,1,1,
VILJOEN,0,2025-07-21,IN-422313,P517,ENGEN FONTANA Q  (6%) (CAD)**,P. O. Box 3381,Polokwane,0700,38 Grobler Street  Polokwane 0699,015 291 2535,TA156,Take 5  Cranberry 100% 6x1.5lt,243.83,1,1,
VILJOEN,0,2025-07-21,IN-422314,P3438,CANDY KIDZ (PTY) LTD,MEGA STORE (30 D - C - I)(15%),P.O. Box 4251,Polokwane,37 Silicon Street Ladine Polokwane 0699,015 297 6145/6,FN000,Foxi Nax MIX 50x22g,65.8,10,31,
VILJOEN,0,2025-07-21,IN-422314,P3438,CANDY KIDZ (PTY) LTD,MEGA STORE (30 D - C - I)(15%),P.O. Box 4251,Polokwane,37 Silicon Street Ladine Polokwane 0699,015 297 6145/6,FN003,Foxi Nax Fruit Chutney 50x22g,65.8,3,31,
VILJOEN,0,2025-07-21,IN-422314,P3438,CANDY KIDZ (PTY) LTD,MEGA STORE (30 D - C - I)(15%),P.O. Box 4251,Polokwane,37 Silicon Street Ladine Polokwane 0699,015 297 6145/6,FN006,Foxi Nax BBQ 50x22g,65.8,2,31,
VILJOEN,0,2025-07-21,IN-422314,P3438,CANDY KIDZ (PTY) LTD,MEGA STORE (30 D - C - I)(15%),P.O. Box 4251,Polokwane,37 Silicon Street Ladine Polokwane 0699,015 297 6145/6,FNP002,Foxi Puffs Salt Vinegar 20x50g,79.23,2,31,
VILJOEN,0,2025-07-21,IN-422314,P3438,CANDY KIDZ (PTY) LTD,MEGA STORE (30 D - C - I)(15%),P.O. Box 4251,Polokwane,37 Silicon Street Ladine Polokwane 0699,015 297 6145/6,FNP011,Foxi Sugar Puffs 20x80g,100.54,2,31,
VILJOEN,0,2025-07-21,IN-422315,P593,CFAO MOBILITY (PTY)LTD (30 DAE CURRENT),P.O.BOX 5069,HORIZON,ROODEPOORT,108 LANDROS MAREE STREET POLOKWANE  ,011 549 3100,MA010,Mageu  Banana  10x1lt,148.23,1,1,
VILJOEN,0,2025-07-21,IN-422315,P593,CFAO MOBILITY (PTY)LTD (30 DAE CURRENT),P.O.BOX 5069,HORIZON,ROODEPOORT,108 LANDROS MAREE STREET POLOKWANE  ,011 549 3100,MA013,Mageu  Mabele 10x1lt,148.23,1,1,
VILJOEN,0,2025-07-21,IN-422315,P593,CFAO MOBILITY (PTY)LTD (30 DAE CURRENT),P.O.BOX 5069,HORIZON,ROODEPOORT,108 LANDROS MAREE STREET POLOKWANE  ,011 549 3100,TA501,Take 5 Orange 100% 10x500ml,174.48,1,1,
VILJOEN,0,2025-07-21,IN-422315,P593,CFAO MOBILITY (PTY)LTD (30 DAE CURRENT),P.O.BOX 5069,HORIZON,ROODEPOORT,108 LANDROS MAREE STREET POLOKWANE  ,011 549 3100,TA506,Take 5 Cranberry 100% 10x500ml,174.48,1,1,
VILJOEN,0,2025-07-21,IN-422315,P593,CFAO MOBILITY (PTY)LTD (30 DAE CURRENT),P.O.BOX 5069,HORIZON,ROODEPOORT,108 LANDROS MAREE STREET POLOKWANE  ,011 549 3100,WBNEW1.5L,"W/B Spring Water Still 12x1,5L",113.04,1,1,
VILJOEN,0,2025-07-21,IN-422316,P2411,FAST TOOLS (Pty) Ltd (CAD),P.O. Box 1930,,Polokwane,76 Landdros Maree Street  Polokwane 0699,015 297 2245,FRIM006,Frimax PC Mex Chilli 48x30g,187.82,1,1,
VILJOEN,0,2025-07-21,IN-422317,P2326,CONTROL INSTRUMENTS (10%) (I),P.O. Box 4489,Polokwane,,EXT MAGNAVIA MAFANEDZA STR STAND NO 21071 ,015 297 8157/64,FN030,Foxi Nax Mixed 40x75g,200.0,1,31,
VILJOEN,0,2025-07-21,IN-422318,P3962,MEATWORLD POLOKWANE (PTY)LTD 30D CURRENT,THE GREENERY,54 OOST STR,POLOKWANE,THE GREENERY 54 OOST STREET POLOKWANE ,072 221 8418,SQ002,Squeeze-Mee Strawberry 40x130ml,279.13,1,1,
VILJOEN,0,2025-07-21,IN-422318,P3962,MEATWORLD POLOKWANE (PTY)LTD 30D CURRENT,THE GREENERY,54 OOST STR,POLOKWANE,THE GREENERY 54 OOST STREET POLOKWANE ,072 221 8418,SQ003,Squeeze-Mee Bubblegum 40x130ml,279.13,2,1,
VILJOEN,0,2025-07-21,IN-422318,P3962,MEATWORLD POLOKWANE (PTY)LTD 30D CURRENT,THE GREENERY,54 OOST STR,POLOKWANE,THE GREENERY 54 OOST STREET POLOKWANE ,072 221 8418,SQ011,Squeeze-Mee Tof/Car 40x130ml,279.13,1,1,
VILJOEN,0,2025-07-21,IN-422319,P605,PIETIE LIEFDE (14 DAYS EFT),125 DORP STRAAT,POLOKWANE,,PHS 125 DORP STRAAT POLOKWANE ,066 277 9162,SQ001,Squeeze-Mee Chocolate 40x130ml,251.22,3,1,
VILJOEN,0,2025-07-21,IN-422319,P605,PIETIE LIEFDE (14 DAYS EFT),125 DORP STRAAT,POLOKWANE,,PHS 125 DORP STRAAT POLOKWANE ,066 277 9162,SQ002,Squeeze-Mee Strawberry 40x130ml,251.22,3,1,
VILJOEN,0,2025-07-21,IN-422319,P605,PIETIE LIEFDE (14 DAYS EFT),125 DORP STRAAT,POLOKWANE,,PHS 125 DORP STRAAT POLOKWANE ,066 277 9162,SQ003,Squeeze-Mee Bubblegum 40x130ml,251.22,3,1,
VILJOEN,0,2025-07-21,IN-422319,P605,PIETIE LIEFDE (14 DAYS EFT),125 DORP STRAAT,POLOKWANE,,PHS 125 DORP STRAAT POLOKWANE ,066 277 9162,SQ011,Squeeze-Mee Tof/Car 40x130ml,251.22,3,1,
VILJOEN,0,2025-07-21,IN-422320,P2384,CAPRICORN MOTORS  (BP EXPRESS EFT/REP TO,P.O. Box 298,,Polokwane,42 Thabo Mbeki Street  Polokwane 0699,015 295 9466,GO-WB5,W/Berg Still 1x5lt each,15.22,5,1,
VILJOEN,0,2025-07-21,IN-422320,P2384,CAPRICORN MOTORS  (BP EXPRESS EFT/REP TO,P.O. Box 298,,Polokwane,42 Thabo Mbeki Street  Polokwane 0699,015 295 9466,MA004,Mageu  Mabele  10x500ml,103.36,1,1,
VILJOEN,0,2025-07-21,IN-422320,P2384,CAPRICORN MOTORS  (BP EXPRESS EFT/REP TO,P.O. Box 298,,Polokwane,42 Thabo Mbeki Street  Polokwane 0699,015 295 9466,MA013,Mageu  Mabele 10x1lt,148.23,1,1,
VILJOEN,0,2025-07-21,IN-422320,P2384,CAPRICORN MOTORS  (BP EXPRESS EFT/REP TO,P.O. Box 298,,Polokwane,42 Thabo Mbeki Street  Polokwane 0699,015 295 9466,WBNEW1.5L,"W/B Spring Water Still 12x1,5L",113.04,2,1,
VILJOEN,0,2025-07-21,IN-422320,P2384,CAPRICORN MOTORS  (BP EXPRESS EFT/REP TO,P.O. Box 298,,Polokwane,42 Thabo Mbeki Street  Polokwane 0699,015 295 9466,WBNEW750,W/B Spring Water Still 12x750ml,99.57,1,1,
VILJOEN,0,2025-07-21,IN-422321,P3728,MANDUCARE (PTY)LTD (/EFT),PO BOX 34,FAUNA PARK,,C/O MAGAZYN&GROBLER STREET POLOKWANE  ,082 376 9649,FN025,Foxi Nax BBQ 40x75g,200.0,4,31,
VILJOEN,0,2025-07-21,IN-422321,P3728,MANDUCARE (PTY)LTD (/EFT),PO BOX 34,FAUNA PARK,,C/O MAGAZYN&GROBLER STREET POLOKWANE  ,082 376 9649,FN026,Foxi Nax Spicy Tomato 40x75g,200.0,4,31,
VILJOEN,0,2025-07-21,IN-422322,P3962,MEATWORLD POLOKWANE (PTY)LTD 30D CURRENT,THE GREENERY,54 OOST STR,POLOKWANE,THE GREENERY 54 OOST STREET POLOKWANE ,072 221 8418,FN020,Foxi Nax Cheese 40x75g,200.0,1,1,
VILJOEN,0,2025-07-21,IN-422322,P3962,MEATWORLD POLOKWANE (PTY)LTD 30D CURRENT,THE GREENERY,54 OOST STR,POLOKWANE,THE GREENERY 54 OOST STREET POLOKWANE ,072 221 8418,FN022,Foxi Nax Fruit Chutney 40x75g,200.0,1,1,
VILJOEN,0,2025-07-21,IN-422322,P3962,MEATWORLD POLOKWANE (PTY)LTD 30D CURRENT,THE GREENERY,54 OOST STR,POLOKWANE,THE GREENERY 54 OOST STREET POLOKWANE ,072 221 8418,FN025,Foxi Nax BBQ 40x75g,200.0,2,1,
VILJOEN,0,2025-07-21,IN-422322,P3962,MEATWORLD POLOKWANE (PTY)LTD 30D CURRENT,THE GREENERY,54 OOST STR,POLOKWANE,THE GREENERY 54 OOST STREET POLOKWANE ,072 221 8418,FN026,Foxi Nax Spicy Tomato 40x75g,200.0,1,1,
VILJOEN,0,2025-07-21,IN-422322,P3962,MEATWORLD POLOKWANE (PTY)LTD 30D CURRENT,THE GREENERY,54 OOST STR,POLOKWANE,THE GREENERY 54 OOST STREET POLOKWANE ,072 221 8418,GO-WB5,W/Berg Still 1x5lt each,15.22,10,1,
VILJOEN,0,2025-07-21,IN-422322,P3962,MEATWORLD POLOKWANE (PTY)LTD 30D CURRENT,THE GREENERY,54 OOST STR,POLOKWANE,THE GREENERY 54 OOST STREET POLOKWANE ,072 221 8418,NB706322,Wlds Ccut Smoked Beef 20x120g,315.0,1,1,
VILJOEN,0,2025-07-21,IN-422322,P3962,MEATWORLD POLOKWANE (PTY)LTD 30D CURRENT,THE GREENERY,54 OOST STR,POLOKWANE,THE GREENERY 54 OOST STREET POLOKWANE ,072 221 8418,QU601,aQuelle Litchi 6x500ml,42.0,2,1,
VILJOEN,0,2025-07-21,IN-422322,P3962,MEATWORLD POLOKWANE (PTY)LTD 30D CURRENT,THE GREENERY,54 OOST STR,POLOKWANE,THE GREENERY 54 OOST STREET POLOKWANE ,072 221 8418,QU603,aQuelle Strawberry 6x500ml,42.0,2,1,
VILJOEN,0,2025-07-21,IN-422322,P3962,MEATWORLD POLOKWANE (PTY)LTD 30D CURRENT,THE GREENERY,54 OOST STR,POLOKWANE,THE GREENERY 54 OOST STREET POLOKWANE ,072 221 8418,QU604,aQuelle Lemon 6x500ml,42.0,3,1,
VILJOEN,0,2025-07-21,IN-422322,P3962,MEATWORLD POLOKWANE (PTY)LTD 30D CURRENT,THE GREENERY,54 OOST STR,POLOKWANE,THE GREENERY 54 OOST STREET POLOKWANE ,072 221 8418,QU605,aQuelle Granadilla 6x500ml,42.0,1,1,
VILJOEN,0,2025-07-21,IN-422322,P3962,MEATWORLD POLOKWANE (PTY)LTD 30D CURRENT,THE GREENERY,54 OOST STR,POLOKWANE,THE GREENERY 54 OOST STREET POLOKWANE ,072 221 8418,QU608,aQuelle Watermelon 6x500ml,42.0,2,1,
VILJOEN,0,2025-07-21,IN-422322,P3962,MEATWORLD POLOKWANE (PTY)LTD 30D CURRENT,THE GREENERY,54 OOST STR,POLOKWANE,THE GREENERY 54 OOST STREET POLOKWANE ,072 221 8418,SJ202,Snack a Juice C/Tail S/C 100% 24x500ml,343.92,2,1,
VILJOEN,0,2025-07-21,IN-422322,P3962,MEATWORLD POLOKWANE (PTY)LTD 30D CURRENT,THE GREENERY,54 OOST STR,POLOKWANE,THE GREENERY 54 OOST STREET POLOKWANE ,072 221 8418,SJ203,Snack a Juice Mango S/C 100% 24x500ml,343.92,2,1,
VILJOEN,0,2025-07-21,IN-422322,P3962,MEATWORLD POLOKWANE (PTY)LTD 30D CURRENT,THE GREENERY,54 OOST STR,POLOKWANE,THE GREENERY 54 OOST STREET POLOKWANE ,072 221 8418,SJ205,Snack a Juice Guava S/C 20% 24x500ml,343.92,1,1,
VILJOEN,0,2025-07-21,IN-422322,P3962,MEATWORLD POLOKWANE (PTY)LTD 30D CURRENT,THE GREENERY,54 OOST STR,POLOKWANE,THE GREENERY 54 OOST STREET POLOKWANE ,072 221 8418,SJ206,Snack a Juice Litchi S/C 100% 24x500ml,343.92,2,1,
VILJOEN,0,2025-07-21,IN-422322,P3962,MEATWORLD POLOKWANE (PTY)LTD 30D CURRENT,THE GREENERY,54 OOST STR,POLOKWANE,THE GREENERY 54 OOST STREET POLOKWANE ,072 221 8418,SJ208,Snack a Juice Cranb S/C 100% 24x500ml,343.92,2,1,
VILJOEN,0,2025-07-21,IN-422322,P3962,MEATWORLD POLOKWANE (PTY)LTD 30D CURRENT,THE GREENERY,54 OOST STR,POLOKWANE,THE GREENERY 54 OOST STREET POLOKWANE ,072 221 8418,V24BB500,Vita24 Blue Berry 500ml 1x6 pack,108.1,4,1,
VILJOEN,0,2025-07-21,IN-422322,P3962,MEATWORLD POLOKWANE (PTY)LTD 30D CURRENT,THE GREENERY,54 OOST STR,POLOKWANE,THE GREENERY 54 OOST STREET POLOKWANE ,072 221 8418,V24RB500,Vita24 Red Berry 500ml 1x6 pack,108.1,4,1,
VILJOEN,0,2025-07-21,IN-422322,P3962,MEATWORLD POLOKWANE (PTY)LTD 30D CURRENT,THE GREENERY,54 OOST STR,POLOKWANE,THE GREENERY 54 OOST STREET POLOKWANE ,072 221 8418,W006,W/B Still  1x10lt,29.13,10,1,
